,tweet,label
3700,bitclout time,0
6793,aware handle mind aware treat,0
3590,wo tell question answer,0
3843,double angel invest past month invest past month startups anyone interested startup invest standout company space,0
5853,best hope together anything,0
7405,billionaire actually make great snl host go back watch john rockefeller episode,0
6218,go well miss first stream together tonight pm pst,0
7542,want downer far year feel exactly like last year,0
5115,let something together live conversation infinite game chapter amp special guest today pm youtube linkedin facebook great see ps high five steveshed gif,0
5155,leadership rank position attain leadership service give,0
6172,hey dogdog like complete dog chess amiright see square loser chesscom none tweet age well please jesus one time,0
7324,often get political olympic athlete allow sex describe u,0
4795,cheer imtlol hit gym ca wait root team lcs next weekend,0
488,people need realize day right mood talk interact anyone nothing personal,1
2672,wan na fight war head anymore,1
8248,anyone else keep forget like lentil,0
1011,feel useless,1
8233,announce name year hurricane kanye apple conan,0
5803,someone courage admit know must least reward answer david law,0
4732,ahhhh finish last class bachelor science nursing time pursue esports,0
5014,every day leader deal selfish pressure outside party prioritize short term long term take unbelievable courage choose important urgent,0
1196,belong,1
3281,want elegant scarfbandana tie jauntily neck dirty disposable paper mask use th time broken string,1
6491,new content invest subscribe today get vip daily principle wake iyanla alarm feature amp awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach awakening,0
5772,company operate environment questionable ethic would feel need advertise ethical,0
4111,ufc back tonight really curious see sport like without fan know nba watch,0
1822,fake smile everyone everyday,1
566,hurt someone heart arm,1
5439,many people confuse rich famous leader wealth fame byproducts qualification lead,0
4356,pokmon type guess mine try guess mutuals back pokmon gt,0
5530,thank everyone buy leader eat last book new york time bestseller grateful humble,0
3631,every podcast get bunch email ask quick call love chat ideas wish people instead take idea pod run email screenshots like kinda people,0
1238,world would better without,1
4297,dress date dismantle police institution design oppress black people perpetuate systemic racism u,0
2214,still hard get get dress,1
660,truly respect people able stay strong even right breakdown,1
4235,cashapp nursebaemax foot pic,0
7645,sure go lose fanatical support supporter know tax wrong,0
3613,another fraudster try scam people shaanvpi please report love god verified twittersupport give check mark people stop get scammed impersonator,0
1050,fuck everything,1
6846,spirit god within pray surrender demand human presence divine,0
6006,lose mizkif twice,0
7057,sometimes need day away fixmylife miss new episode saturday,0
6169,hey chestercheetah sponsor plz,0
6588,let go mean ignore situation let go mean accept without fear resistance struggle control,0
2311,idk anymore,1
4455,grookey look like furby,0
2952,one thing peaceful death,1
988,confuse personality attitude personality attitude depend,1
1767,tire really think,1
3190,give powerpoint presentation reject,1
396,hate get flashback thing want remember feel like heart suddenly drop anxiety start take,1
5059,adopt infinite mindset build stronger innovative amp inspire team career amp life learn apply concept infinite game make life leadership meaningful inspiring amp impactful,0
1104,feel break piece piece,1
603,thing exist body hair acne get sick bad thing happen good people olive,1
5240,difference dog people cat people dog people wish dog people cat people wish cat,0
6541,iyanla read comfortable uncertainty pema chodron take iyanla daily anti viral message day originally air may,0
8094,good news president trump greenland golf course bad news golf cart enjoy one hole conangreenland,0
2573,miss much even realize much hurt,1
5966,yo corinnakopf ask follower write poem wan na read response plz,0
4864,hello baemax personal healthcare provider stream pm cst,0
6917,day receive inspiration holy spirit idea opportunity life way move u along appoint path,0
4000,david might save u,0
7590,like pal sarahksilverman support incredible cause,0
5036,claim understand others really understand,0
5707,leader truly charge inspire others take charge loyalty,0
54,oh ok actually mean heart get rip million piece wo tell care feel anyway,1
7,overthinking ruin ruin situation twist thing around make worry make everything much bad actually,1
5447,mind convinced heart must,0
4726,dhatx arm first business card professional yet,0
5288,judge leader level servitude level privilege army ranger,0
5164,silver lining traumatic time one people live relationship matter call friends ask help offer help get together togetherisbetter listen,0
454,sometimes well keep silent tell others feel hurt know hear understand,1
4464,peanut use rest peanut sleep become healthy,0
3307,compare people really exist,1
4108,committee culdesac idea lure quietly strangle sir barnett cock,0
97,many people world trust issue people say run away soon thing start fall apart,1
722,wish prettier thinner happier friendly less emotional tan confident little less awkward,1
288,ever feel need ask someone actually still want life always feel like really care,1
6557,get daily powerful coach iyanla soothe voice new updated awakening app awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance awakening positivethinking,0
947,text want conversation piss get day ruin,1
3141,shit come tuesday,1
2981,one struggle one spend time,1
4941,small team commit cause big achieve absolutely anything,0
6263,everything do sorry trick pokimanelol plz forgive queen uwu,0
2367,well find aunt die could day,1
939,hear something absolutely kill act like fine,1
1208,show mean hurt,1
1991,disgrace,1
4086,overestimate year underestimate decade,0
2777,love get attention pretend care get attention,1
1644,say happygolucky person ll never depression good act happy put fake smile,1
398,sad never share deep thought feeling anyone go entire life unspoken nobody understood,1
1062,anyone else find crazy depressed one around notice parent sibling friend teacher classmates one like literally verge tear drown everyone oblivious,1
2028,fuckin depress,1
1939,literally point live lol wish fuckin fail,1
1247,yes hate need remind,1
5442,need life peace die simply remarkable,0
1447,disappear wo waste anyone time money space,1
159,disappointed lot people year believe say one disappointed,1
374,every time put back together watch fall apart every single time worse,1
869,act like care inside care ever think,1
1132,monster sleep bed sleep inside head,1
3394,bf always read currently disclosable information watch aot,1
5417,safe good sidewalk swim pools life require risk get anywhere,0
7747,give canadian little something special year canada dayno american,0
6842,want others speak well u must first think well,0
999,bad battle know feel,1
2599,mom tell go play knife cut,1
6078,wtf,0
6562,divine source recognize acknowledge surrender wo struggle,0
8193,hard tell photo dance spectacular conanghana,0
4121,totally agree try right everyone wrong alert amp act conviction thing others sleep afraid act,0
4157,remittance seem like killer first use case crypto get transfer annually full problem crypto seem able solve happen page factsopinions alekssvetski ariannasimpson vishalharp bendavenport,0
2985,day,1
1692,overthinking every hour every minute every second,1
4904,great company offer u something buy great company offer u something buy,0
5,bad feel something kill inside act like care,1
6008,focused woman run podcasts past year cheer badass bitch many others,0
2093,big fear attempt fail,1
5204,even time like mindset choice let choose focus something positive together read start wan na join start book club join live six week start april rd info,0
7421,ohsnapjbsmoove swears selfhelp guru ever meet hear profound profane thought,0
5732,leader one courage lead u opportunity rush defend u danger ca one,0
7283,way work dishearten must willing try another way,0
2219,hate everything,1
1826,ca see much pain,1
4849,great first stream back beat stick truth bump jenabellafawn aram get noticed nancyyttran senpai ggwp,0
7762,michelle alexander write thoughtprovoking piece nytimes check,0
6748,iyanla read poem earth spiritual literacy frederic brussat mary ann brussat take iyanla daily anti viral message day originally air may,0
2159,wait die,1
3982,trudeau launch roll fund,0
2480,hate know still,1
2703,ask help deal people,1
6117,start end,0
5227,challenge unknown future much exciting story accomplish past,0
372,ever want cry tear come stare blankly space feel heart break million piece,1
5428,leader without title well title without ability lead,0
2120,worthless,1
2824,feel confuse tired grapple confusion strange way relief,1
1112,suck try fuck hard nothing ever seem enough anyone even damn self kl be,1
7322,hey los angeles let ban opentoed shoe indoors,0
2943,feel like everything enough avoid disappointment,1
295,instead tell feel sit twitter post tweet,1
6377,invest subscribe today get vip daily principle wake iyanla alarm feature amp new content awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach awakening,0
2452,nobody care anymore,1
4328,shop quarantine self care shop quarantine self care shop quarantine self care shop quarantine self care shop quarantine self care shop quarantine self care shop quarantine self,0
6809,truth spiritual principle embrace wholeheartedly eliminate dark negative thought,0
7919,weirdly comfort know realdonaldtrump tweet right come u swiss toilet,0
7742,remember leave tuna fish sandwich desk back march,0
7922,learn madonna inspire catherine ohara accent schittscreek realeugenelevy first moon land late episode podcast,0
2854,someone flirt like distract existential truth mortal aloneness unless ready expand size shape void stay,1
522,hate cry one thing end cry everything mess life,1
3430,love woman,1
7553,anyone feel nostalgic office holiday party yankee candle make great bottomshelf bourbon hotboxed lyft car scent candle,0
331,please understand try best never good enough matter hard try,1
1356,year alone,1
3425,significant worship still,1
6071,minecraft stans advocate wholesome antibullying shit mia sex worker kacey old minx boze attack someone insane,0
3602,talk marclore two day ago start sell amazon start sell walmart buy minnesota timberwolves swear someone remove think small gene guy body,0
6272,go tell kid dad would never lie,0
5938,go live beat twitch streamer good poker lolololololol acrpoker ad,0
8194,pick thing makola market bring home little piece ghana yearold son conanghana,0
1418,constant thought die,1
980,best way avoid disappointment expect anything anyone,1
2075,idk keep try lately feel like die,1
1766,wo ever understand,1
3776,push button rwsb v wall street ll bet internet,0
5924,today special stream annual charity stream honor mom lose year ago raise money alveussanctuary effort raise enough habitat please come hang would mean world,0
5065,show prove show improve,0
2089,remember join twitter mytwitteranniversary,1
653,sometimes wish could read mind wonder could handle truth,1
3952,pdf download time tweet see much juice rt give,0
7180,worth hold ground defend position promote opinion make feel well,0
2359,would die ca,1
8022,new album kanye west say christ often sound like dad try fix toilet,0
5828,truly effective inspire leader driven lead people drive serve,0
7090,find experience loneliness open heart ask spirit divine fill love,0
3756,whitney wolfe hustler behind tinder early growth get harass strip cofounder title leave co create bumble rival version tinder woman take public become billionaire celebrate ipo hold kid win,0
670,like word listen like appearance look simple,1
4659,go haircut today guy,0
350,please expect always good kind love time ll cold thoughtless really hard understand,1
7575,get member basic cable band together perform projectkidscare check semimagic help truly underserved kid,0
3223,yell mirror fault like,1
2064,shit day,1
2711,tell depression emotional progress,1
1007,wonder good enough,1
6016,yo uh desperate time call desperate measure tomorrow egirlrejects chaperon kaceytron justaminx speed date valentine issue one date fill please let know borrow min time please,0
7583,obligate accept post secretary transportation offer,0
4797,share research videogames healthcare see logan super long saturday stream tonight,0
5078,challenge face scare u probably important,0
3702,hubspothustle acquisition nutshell,0
1486,useless worthless depress,1
4957,overcome challenge require courage ask help,0
6671,without boundary people may take advantage set limit expect treat spiritual spa go talk build good boundary register,0
5989,favorite otknetwork stream,0
3759,jeff bezo amazon run year trillion company people employ crazy run funny story early day amazon,0
138,many time type okay cry,1
6210,help man bully son must something slimeisoverparty,0
235,type haha ca even smile act like happy want cry tell everyone okay,1
1063,scar friend,1
7624,drop ballot good luck kanye,0
164,tire tired never good enough tired get put tire cry tired insecurity tire tired,1
4944,love work right privilege responsibility leader cultivate work environment people feel safe inspire fulfil everyone able wake morning say love job,0
6810,best interest give everyone fair share regardless heard,0
3336,case miss selfpromoting,1
3850,wan na see price touch little dangly thing swing backa,0
7908,end impeachment find singer behind mcconnell mask freak,0
949,swear get another dm say see pic spam,1
6245,go live soon play twitchsings kandylul nymnion promise good promise entertain ad live,0
8110,preseason football best time see guy work local petco return punt,0
4154,birthday april th,0
4227,sad hear tespa close door build wonderful community provide many opportunity memory collegiate gamers tespa defined college experience always grateful,0
1134,depression always sometimes hit pm whit friend half way laugh stop,1
6891,powerful divine anything interfere experience expression authentic self must address,0
6077,cat get youtooz,0
2784,silence addict need silence maintain,1
1681,fail,1
703,bother apologize go continue thing say sorry,1
6695,obedient mind speaks listen thought higher call,0
4621,spent day prepare nclex make good luck finally feel ready,0
2803,fine around people five minute less,1
3962,mission change diet start breakfast want find breakfast healthy delicious convienent willing sacrifice take recommendation today attempt egg white spinach pan salsa top,0
7918,one positive side whole impeachment mess get see big cnn make homepage font,0
1490,one cause build wall blame let,1
3661,would better investment coinbase seed round buy bitcoin month answer second video,0
1647,surprised people leave always always,1
2828,cool alone,1
6890,powerful positive reward come forgiveness,0
10,okay okay,1
6650,live best life new updated awakening app get daily powerful coach iyanla soothe voice awakeningsapp iyanla iyanlavanzant fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance dailyprinciples,0
3634,cool retire cop nyc make give gangster tour new york take mafia territory tell story eat local food awesome retirement career maybe applicable others eg firefighter cab driver etc,0
2898,mom hi bear nonconsensually,1
8237,always joy run legend alanalda,0
5050,authority control leader legacy,0
3875,get ecom store try scale kmo mmo right create mastermind group slot people phase,0
3249,love conquers except unrequited love,1
1946,much bottle even wan na talk therapist,1
1847,hope find someone well prettier skinner unlike,1
6971,deep within place peace joy know place call love,0
2976,moderate emotional pain,1
5951,favorite video scarra,0
2902,bad assume,1
3267,never enough life work,1
5759,start become sound business practice layoff thousand amp give avg bonus year banking inhuman,0
1999,leave bed gotten dress day,1
2074,night like wan na fucking die,1
5449,choice reveal intention,0
6317,life love much honor cherish enjoy life love sit silently ask life fill love,0
6484,difficulty prepare victory failure prepare success,0
5193,hi everyone due technical difficulty youtube part book club live instagram come join u see,0
7467,reminisced office ladies jennafischer angelakinsey time drop dunder mifflin ceiling onto dwight desk listen,0
7211,believe doubt time believe know understand accept truth,0
4257,today national girlfriend day league legends player saturday,0
2376,beyond grateful could make far without,1
5554,talk give topic new book leader eat last,0
721,realize matter good people wont appreciate,1
3685,mood fortune,0
1841,wo around cause anymore pain hk,1
796,ever mistake silence ignorance calmness acceptance kindness weakness,1
6742,quest perfection waste time energy thing way thing need,0
4142,tech entrepreneur podcast fledgling angel invest portfolio basic bitch silicon valley edition,0
2947,aware enough stop,1
2,bad sadness sadness teach hide,1
5941,hey guy like new emote sennyk,0
5320,people important email,0
6987,idea make like choose good one,0
2606,day clean,1
7760,ronfunches share experience racism typecast give watch,0
8080,california fun fact land yoga mat,0
5492,customer never love company employee love first,0
5578,idea like dream disappear unless record write book blog build company anything make idea real,0
2831,love awake,1
4959,ghost someone leave question selfworth simply could take moment confront need educate people skill difficult conversation,0
7363,jackblack rise occasion terrify,0
2328,people try make plan summer ca know much longer ll,1
7469,month time buy herbal tea remember like,0
3116,tomorrow night one people likeryan connellare virtual thing skylightbooks even leave bed register,1
4164,business badly want buy make deal happen,0
5009,profit essential business thrive never come cost individual livelihoods company must prioritize ethic vision much profit permanently lose trust young generation,0
922,give fuck yesterday give fuck today probably wo give fuck tomorrow,1
3730,,0
2916,forgets drink water year,1
5482,important thing die live,0
1769,walk road without look way well anymore,1
6360,presence god truth reveal order harmony balance restore life becomes purposeful event,0
6081,try find good rehab,0
894,rip everyone fuck play tried lie dead,1
6222,justaminx,0
6881,regardless bad wrong unforgivable behavior deserve forgiven,0
4501,finally home another badge collection something slightly reminiscent flu,0
5467,value equation value feeling,0
1124,know night lay bed hand mouth make sound tear stream face feel heart breaking,1
1963,fuck world,1
4155,great thread grocery delivery hard right tldr grocery store design delivery farmsteadapp instacart buy food grocery store amp delivers fee farmstead grocery store cloud buy wholesale deliver retail,0
5878,know organization know expect expect minimum price quality service amp feature,0
6070,go hate please least hate watch need view,0
7613,write really funny tweet ups lose,0
5731,simonsaysinspire photo,0
2853,dead,1
2477,,1
1638,exist anyone eye unless need,1
6483,awakening app new content available daily guide spiritual principle live best life awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyprinciples awakening,0
2386,alone,1
4082,lose bet win memory life,0
1778,okay waste space time,1
3554,parent buy share costco everytime go store could even money save shopping costco,0
4492,suppose get bed,0
8001,guess roger stone back close ll get send u president prison,0
3471,sorry like save child john pablo,1
961,people need open small mind instead big mouth,1
1709,drown,1
3641,bill gate next bachelor source say,0
749,fuck everyone say leave,1
1568,look stop tear pour,1
6985,get daily powerful coach iyanla soothe voice new updated awakening app awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance dailyprinciples awakening,0
5461,many leadership position talk right true leader actually,0
4005,excited building code skill,0
6167,worry ready chesscom tomorrow grind literally day xd fuck love game,0
3314,insist insecure,1
4150,lunchables thing childhood even well,0
6214,try cough cough hey andymilonakis fully back amp promote amp stream thousand ppl greedy old men sippin yr whiskey throwin dmca around like viagra please give permission play music yt,0
6630,encourage support celebrate every little thing,0
4263,social distance las vega final stretch home tomorrow,0
3925,tiny hack content creator type youtube google see people want know,0
8043,want thank incomparable tina fey podcast call judi dench tv,0
2205,relapse,1
5068,give get give inspire others give,0
5981,excited announce partner mavixchairs use code qtcinderella checkout ad,0
4661,level new husbando hit user id,0
7782,every meditation app call hey brain stfu,0
531,love hearing word miss one would say mean,1
4786,happy nationalnappingday feat lazy fluff ever meet life,0
7004,family member souls journey struggle lesson like,0
5186,thank estherperel always give u different lens well understand experience,0
690,hope choke lie tell kind hard swallow much bullshit,1
3375,shut,1
3079,passive depressive,1
2342,need move care sleep outside gas station,1
6322,nurture source life water powerful heal natural element ever know man,0
817,good heart help much trust much give much love much always seem hurt,1
7074,great ability create stress sometimes forget count blessing complain lack choose struggle issue life willing fight u,0
1071,want pain end,1
5124,live increasingly polarized world reality however grey make u feel uncomfortable wanted talk jennaarnold learn accept manage grey listen bit optimism,0
3535,use think billionaires go space kinda thingswingingcontest check back say could anything want explore space maybe year tech would ready year later get go space today,0
5801,relationship like seat belt click ll never safe,0
4444,bless ur timeline firstdayofspring,0
4929,talk less say,0
6544,ready work fix life become best version fix life weekend beautiful aolretreat learn skill amp tool open mind heart great possibility life,0
2261,do,1
5207,luxury put interest first honor put interest others,0
3591,easy fool people convince fool twain,0
7256,god source true divine nature affirm spiritual source nature essential process creation,0
3461,think try hard,1
8190,osee ye ghana conanghana,0
40,ever sit realize mean nothing anyone start feel lose alone unloved truly unwanted,1
5889,succeed take desire win also take acceptance could fail,0
5816,greatness bear one success perseverance countless fail attempt precede,0
4350,long time see twitter,0
7963,help wonder right time bring baby yoda world,0
7800,find stimulus package give every american podcast etsy store,0
6256,shut mom phase,0
4119,half cashapp revenue bitcoin sale,0
6330,freedom unwilling make choice,0
6733,self divine self powerful self never alter truth,0
3133,thank emmaspecter depth kindness,1
4868,first stream hype start social eat set play league,0
47,ever feel ok sad time want talk someone hug feel annoy stay quiet,1
2744,back meme goodguygenc,1
2792,people nice panic,1
1491,want escape reality,1
6920,forgiveness address think feel others thought manifest within life,0
6069,,0
7978,finally go harry potter world sort hat put sunrise assist living,0
3646,mind tell heart say design like best,0
1911,med get change today,1
3331,sorry turn drug,1
900,nobody deserve treat like option,1
2170,cut body,1
1538,another day fake happiness smile,1
4431,happy pridemonth everyone,0
7528,want use word orwellian tweet confident could use properly go orwellian would cool name horse,0
4943,doubt,0
2104,idk keep talk fact wan na die follow kill already,1
3374,hey guy lovely bf argue something rn need opinion pizza food food,1
1759,need loud music cover thought,1
3196,book good,1
7122,iyanla read creative mind success write ernest holmes passage what attract explain think powerful thing outer manifestation inner concept take iyanla daily anti viral message day,0
2806,university existential aloneness,1
4419,six flag squad,0
5692,united gate agent say proud treat u like cattle company make amp needs job treatyouremployeesbetter,0
2504,never want lock room badly cut,1
123,problem start depend people happiness leave like always take happiness,1
5887,intelligence use know solve problem creativity use unknown discover possibility,0
6120,go date show already boyfriend get kick first lmao business woman say thank new follow,0
2135,literally be want km,1
630,read want know love wanted stay strong,1
2169,even care,1
3576,free idea reinvent relaunch slideshare,0
5742,quick sacrifice people protect number great leader willing sacrifice number protect people,0
5519,little something inspire viewing pleasure murmuration starling,0
3637,explain doge coin kid,0
1268,really wish care enough notice okay,1
4790,finish last class excite spend spring break california friend food drink,0
6132,happy national boyfriend day hope husband see,0
5110,infinite game chapter amp book club simon,0
2258,go bed become danger,1
3871,move bitcoin,0
5263,favorite definition love give someone power destroy trusting use,0
1990,physically mentally emotionally sick,1
6136,donkey baby hot as dragon even get girlfriend let sink,0
4169,wife play fun game quarantine call why way winner,0
5685,tsa agent check iphone instead xray seriously guy,0
5567,leadership service service come sacrifice sacrifice service leader,0
3366,meet corner insomnia difficulty living world,1
4729,day today,0
7441,wise word alfranken,0
1389,loud head,1
667,stop thinking others think end matter,1
3423,go date boy tell right wrong know good go date man know exactly fuck,1
4536,mutuals spare smurf borrow steal summoner name,0
4833,late stream pm cst due combination technical difficulty amid major assignment tilt face planet,0
1058,fight,1
2469,ever get good,1
750,never apologize say feel like say sorry real,1
4869,first stream ever hour life come least finished pc,0
7557,hate christmas shop never know vaccine get wife,0
1982,surprisingly really good therapy session today,1
6313,today little child know world safe know love,0
5108,mother nature trick get u look kind generous others kind generous u even witness act kindness generosity warm fuzzies feel thanks oxytocin flow body,0
7695,face mask reflective surface people wear see asshole,0
4176,awesome,0
3489,math analysismath anal math anal,1
5687,difference offering service amp willing serve may include give one generous,0
5940,like tommyinnit vlogs feel worse say loud also well heal like prayer,0
1307,master smile pain,1
6559,love simple make hard trapping expectation demand,0
5313,confidence believe good cockiness believe good anyone else leader need confident cocky,0
1624,nobody would even notice dead make think alive,1
4899,get path success need plan reach success need flexible path block,0
2746,go back bed forever,1
2493,therapist vaca week,1
2535,flashback scare,1
6796,hear listen within give mean message,0
3654,p use deel hire remote worker almost certainly break labor law whether realize use deel easy safe cheap try,0
963,accept flaw accept bullshit,1
3467,,1
4996,people care u love u u let,0
108,big problem overthinking everything,1
4259,peanut baby brother,0
2798,power insecurity,1
7892,fancy london hotel wo change ukinfluencer,0
7361,honor bennifer like reunite body pillow year ago,0
6723,join june day prayer challenge learn principle prayer allow prayer request manifest grace ease,0
6640,subscribe today amp get new daily principle wake iyanla voice alarm feature awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance dailyprinciples awakening,0
6639,word important life write spoken word determine life since word ultimately guide action important u speak word truth love every good thing desire existence,0
7152,whatever want twentyfour hour phenomenally mindblowing experience,0
6718,get big cohost m ttssues fixmylife,0
4068,god bless mover,0
6872,lesson relationship relationship endsdies important give time permission mourn relationship live breathe energy natural experience express loss fixmylife,0
1458,word replay head puncture heart,1
5781,authority act mind leader act others mind authority take leader give authority die leader live,0
7841,fun fact twitter belgian word mean shut,0
6644,reason choice result peace harmony balance always free choose,0
1290,honestly everything point death ll make thing easy everyone around,1
2849,future annoy,1
7831,oh accountant say buy stock pornhub,0
5195,keep physically distant still stay socially close let something together book club part golden circle tomorrow tune live pm et saturday april th bookclubwithsimon startwithwhy,0
1324,never,1
271,ever one mood really know whats wrong feel really irritated everyone everything,1
103,say get good lie doesnt get good get use,1
3917,talk head news actually believe say rating fox news roster full skip baylesses,0
3453,freakin gorgeous isabelcolemannn,1
7343,chat fan week postcovid pickup line idea favorite nonsense word future abercrombie amp fitch model,0
6426,remember learn lesson learn make mistake,0
6391,lift thought lift expectation lift train mentally look good thing want good respond,0
1712,one want,1
718,hurt person make feel special yesterday make feel unwanted today,1
4234,get call mother fucker patient threaten meet outside ask wear mask tire,0
2992,,1
5914,force hasanthehun eat cake today happy late birthday boomer,0
5548,thank everyone make launch leader eat last humbled number people come inspire,0
5764,version shade gray feminist,0
7038,lesson breakdown look like feel like sound like smell like think everyone else fixmylife,0
2977,love blame shit involve,1
2460,fuck sad,1
383,sorry everything want sorry best good enough sorry everything disappoints,1
1821,way kill kill demon inside,1
1980,need cigarette,1
7975,could adopt teenager rescue dog could put costco stuff back,0
5986,guess time go bed good morning malenatudi nmplol,0
4258,anyone good interior decorate try figure wall behind tv,0
2674,want warm chocolate chip cookie go,1
1981,push everyone away,1
4382,crazy far collegiate esports come year come cheer harrisburg university hue fest overwatch final,0
2397,people say need hospitalize,1
7250,iyanla read jesus call sarah young passage remind u focus creator direction empowerment iyanla remind u cocreators always better,0
1774,knock tire,1
6300,finally home forgot nice sleep bed rather closet,0
876,call understand text understand see someone else please understand,1
4433,matter many kick head,0
2964,version integrity,1
4312,never think retweeting kpop stan fancam alsjdkskahs,0
1932,like get nobody turn ever even good news still nobody go,1
3636,distract big daddy robe good advice inside,0
7464,start worry tom cruise come hang garage deepfake,0
7847,let show make hand sanitizer home warning work,0
160,thought always destroy mood,1
614,act like fine everyone think okay yet light alone tear start fall,1
1000,sudden felt really tire like world drain everything,1
2962,crush,1
1156,say fine go insane say feel good lot pain say nothing really lot say okay really,1
4476,fly make good healthcare provider,0
7305,peak high school also funny cecily strong resent,0
4242,job do,0
2665,use,1
6654,connect one life divine spirit one mind separation among human being,0
782,yeah make many mistake life come instruction,1
7878,adam sandler judd apatow confront drink perform largolosangeles,0
6269,kinnndaaa weeeiirddd give short back tier sub,0
5135,book club simon back friday july time read infinite game create book club join simon live every friday pm et youtube facebook send question advance bookclub simonsinekcom,0
4752,one nice thing feeling well excuse eat ramen,0
6561,first step towards selfawareness willing look life without judgment selfcriticism,0
1250,never please everyone,1
260,ignore someone whose attention mean bad feel start think eat away,1
165,ever feel ok sad time want talk someone hug feel annoy stay quiet,1
1036,never think would lose,1
5877,leader care less people people careless,0
851,smile gorgeous wear often,1
7917,apologize advance pull attention away nba allstar game truly hilarious comedian,0
2440,relapse last night guess nobody care,1
638,distance people reason,1
2700,willing neurotic paranoid,1
1391,sometimes even know feel anymore blank,1
5141,matter start matter start matter start,0
1629,shatter editing,1
6498,nothing wrong however always room improvement change,0
3537,good question tell popular high school without tell popular high school,0
2609,please anybody,1
113,ever randomly start cry hold emotion pretend happy way long,1
3272,pre order new book buttheads,1
3974,put bat signal want startup investor someday want give someone hungry shot learn,0
6444,even spiritual path thing always go rosy difficult situation bad day hard time along way,0
6419,daily guide spiritual principle live best life awakening app new content available awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance awakening,0
5012,brenebrown good figure take concept make practical real life thrill join dare lead podcast last week talk aboue principle infinite game listen exclusively spotify,0
6937,come next owntv iyanla fix life,0
6294,thank much love conversation thank facilitate everyone anyone know trihex please check,0
2557,day clean,1
8006,come mac backstory stay paul rudd pornographic howto marinate chicken breast,0
4947,integrity right thing even one watch c lewis,0
7171,flexible mean weak flexible open best everyone involve,0
5298,best idea honest one one bear personal experience one originate help end help many,0
7484,first thing nasa perseverance rover discover good series finale dexter,0
192,worthless feel lock dark room everything say seem piss people,1
219,always act like fine everyone think okay light alone tear start fall,1
2081,stop go person people go,1
6799,affirm best child different view place position world call anything want speak seed greatness mind grow strong sturdy plant,0
335,hurt much feel become less less important one person mean,1
3454,stop go guys ruin mascara start go guy ruin lipstick,1
845,give fuck yesterday give fuck today probably wo give fuck tomorrow,1
4037,get affirm secondary,0
4998,give expect nothing return remarkable much others give back u,0
587,true friend someone help help lay listen,1
1516,one care try kill pretend like really care want look bad,1
6915,holy spirit always guide appoint,0
1838,back depression back,1
4188,fun thread nice peek life like inside slack ceo stewart,0
3318,people love group people thing say thing thing people love respond people love respond response,1
2907,want see video father okay,1
1475,say care really think,1
7050,grateful essence invite talk work do fixmylife final season start,0
3609,technical expert bitcoin halve guy speak,0
5626,thank everyone join yesterday amp day inspire energy service mindedness everyone come,0
2058,feel like lose fight,1
8107,baptist college kick student transition become methodist,0
3858,find mentor easy step without make fool,0
5935,someone explain brittany isnt free busy day see news actually understand,0
2871,actually suppose like live life,1
3746,build large digital display nfts cc apompliano,0
3035,wish mind could wear condom,1
7508,get first shot axeine protect uber driver wear much cologne,0
7549,could see world eye child see many doorknob,0
6534,way create success luck think speak act way support,0
556,officially do try want life come find continue treat like exist,1
976,hate lose respect,1
6185,real housewife twitch tonight pm ct ft malenatudi macawcaw adeptthebest mayahiga please comment question want u answer,0
1887,self aware bad thing rn,1
1762,feel trap suffocate,1
6508,learn love inside use love standard interact others,0
5021,give direction thing give direction direction instruction direction reason,0
639,dont know care people even care,1
504,ever feel ok sad time want talk someone hug feel annoy stay quiet,1
4320,internet shopping pet dog little hit dopamine amid current crisis pls picture son sleep top couch good night,0
1469,maybe everyone life would better disappear,1
6221,get mint sweatshirt tryna get bone,0
688,treated way treat promise would stick around way,1
2823,reveal need make unloveable stay tune thrill conclusion,1
8182,life hack make people happy ghana conanghana,0
1521,people eventually leave,1
7666,dear fan promise never use explosive anything flammable reveal gender,0
258,actually feel good moment everything seem go okay something happen boom sadness,1
495,really know stand people live one minute treat like someone special nothing next,1
8158,real american holiday july th buy flag walmart,0
1216,ll never understand pain felt,1
7563,kaley cuoco excite talk sonamov hear devastation voice,0
6863,buy condo stock misery pain get lesson move fixmylife,0
364,hurt shut turn total bitch shut emotion act differently towards everything everyone hate,1
4311,lose somewhere racist follower say good fucking riddance blacklivesmatter,0
5310,twitter en espaol simonsinekesp disfruten,0
4428,date pro gamer taught guy dedicate one hour time day something grateful never go priority future plan world u lf guysgirls plat,0
8291,anyone look zillow know time buy,0
